accx,accy,accz,gx,gy,gz,g,ax,ay,az,a
-9.91,1.09,0.31,-10,1.22,0.71,10.1,0.09,-0.13,-0.4,0.43
-9.83,0.86,2.11,-9.96,1.15,0.99,10.08,0.14,-0.29,1.12,1.16
-10.69,0.9,0.08,-10.11,1.1,0.81,10.2,-0.58,-0.2,-0.73,0.95
-9.63,0.78,0.43,-10.01,1.03,0.73,10.09,0.38,-0.25,-0.3,0.55
-10.1,0.82,-0.27,-10.03,0.99,0.53,10.09,-0.07,-0.17,-0.8,0.82
-9.67,1.17,0.43,-9.96,1.03,0.51,10.02,0.29,0.14,-0.08,0.33
-11.62,0.82,0.16,-10.29,0.98,0.44,10.35,-1.33,-0.17,-0.28,1.37
-9.79,0.98,0.08,-10.19,0.98,0.37,10.24,0.4,-0.01,-0.29,0.49
-8.89,1.17,-0.31,-9.93,1.02,0.23,9.99,1.04,0.15,-0.54,1.18
-10.73,0.86,0.27,-10.09,0.99,0.24,10.14,-0.64,-0.13,0.03,0.65
-9.87,1.44,-0.04,-10.05,1.08,0.18,10.1,0.18,0.36,-0.22,0.46
-9.87,0.98,-0.31,-10.01,1.06,0.08,10.07,0.14,-0.08,-0.4,0.43
-9.87,1.4,-0.31,-9.98,1.13,0.01,10.04,0.11,0.28,-0.32,0.44
-10.14,1.25,0.51,-10.01,1.15,0.11,10.08,-0.13,0.1,0.4,0.43
-10.18,1.4,-0.16,-10.05,1.2,0.05,10.12,-0.13,0.2,-0.21,0.32
-9.36,1.13,0.31,-9.91,1.19,0.11,9.98,0.55,-0.06,0.21,0.59
-10.53,1.4,0.04,-10.03,1.23,0.09,10.11,-0.5,0.17,-0.05,0.53
-9.2,1.25,0.62,-9.87,1.23,0.2,9.95,0.66,0.01,0.43,0.79
-9.91,1.29,0.35,-9.88,1.24,0.23,9.96,-0.03,0.04,0.12,0.13
-9.71,1.52,0.27,-9.84,1.3,0.24,9.93,0.13,0.22,0.04,0.26
-10.84,1.79,-0.43,-10.04,1.4,0.1,10.14,-0.8,0.4,-0.53,1.04
-9.98,0.39,-1.72,-10.03,1.2,-0.26,10.11,0.05,-0.81,-1.46,1.67
-10.18,0.58,0.04,-10.06,1.07,-0.2,10.12,-0.12,-0.49,0.24,0.56
-10.45,-0.04,-0.39,-10.14,0.85,-0.24,10.18,-0.31,-0.89,-0.15,0.96
-9.48,0.78,0.82,-10.01,0.84,-0.03,10.04,0.53,-0.06,0.85,1
-10.76,0.08,1.4,-10.16,0.69,0.26,10.18,-0.61,-0.61,1.14,1.43
-11.54,0.74,0.74,-10.44,0.7,0.36,10.46,-1.11,0.04,0.39,1.17
-8.93,0.35,0.27,-10.13,0.63,0.34,10.16,1.2,-0.28,-0.07,1.24
-9.36,0.27,0.08,-9.98,0.56,0.29,10,0.62,-0.28,-0.21,0.71
-10.37,0.39,0.04,-10.06,0.52,0.24,10.07,-0.32,-0.13,-0.2,0.4
-10.61,-0.35,-0.47,-10.17,0.35,0.1,10.17,-0.44,-0.7,-0.56,1
-9.01,-0.19,-0.94,-9.94,0.24,-0.11,9.94,0.93,-0.43,-0.83,1.32
-10.26,-0.23,-0.55,-10,0.15,-0.2,10,-0.26,-0.38,-0.35,0.58
-10.06,0.19,0.9,-10.01,0.16,0.02,10.01,-0.05,0.04,0.88,0.88
-10.3,0.39,-0.08,-10.07,0.2,0,10.07,-0.23,0.19,-0.08,0.3
-10.65,0,0.16,-10.18,0.16,0.03,10.19,-0.46,-0.16,0.12,0.5
-9.16,0.27,-0.43,-9.98,0.18,-0.06,9.98,0.82,0.09,-0.37,0.9
-10.3,0.04,0.47,-10.04,0.15,0.05,10.05,-0.25,-0.12,0.42,0.51
-10.57,0.16,-0.19,-10.15,0.16,0,10.15,-0.42,0,-0.19,0.46
-9.83,0.43,0.19,-10.08,0.21,0.04,10.09,0.26,0.22,0.16,0.37
-9.63,0.23,-0.12,-9.99,0.21,0.01,10,0.36,0.02,-0.12,0.38
-10.53,0.74,0.16,-10.1,0.32,0.04,10.11,-0.43,0.42,0.12,0.61
-9.56,0.12,0.39,-9.99,0.28,0.11,10,0.44,-0.16,0.28,0.55
-9.83,0.08,-0.78,-9.96,0.24,-0.07,9.96,0.13,-0.16,-0.71,0.74
-10.65,0.16,-0.58,-10.1,0.22,-0.17,10.1,-0.55,-0.07,-0.41,0.69
-10.22,0.31,0.23,-10.12,0.24,-0.09,10.12,-0.1,0.07,0.33,0.35
-9.4,0.16,-0.86,-9.98,0.22,-0.25,9.98,0.58,-0.07,-0.61,0.84
-10.34,0.19,0.04,-10.05,0.22,-0.19,10.05,-0.29,-0.02,0.23,0.37
-10.73,0.31,-0.35,-10.18,0.24,-0.22,10.19,-0.54,0.08,-0.13,0.56
-9.98,0.19,-0.08,-10.14,0.23,-0.19,10.15,0.16,-0.03,0.11,0.2
-9.83,0.39,0.47,-10.08,0.26,-0.06,10.08,0.25,0.13,0.53,0.6
-10.22,0,1.83,-10.11,0.21,0.32,10.12,-0.11,-0.21,1.51,1.53
-10.45,0.23,0.55,-10.18,0.21,0.36,10.19,-0.28,0.02,0.18,0.33
-9.67,0.43,1.21,-10.08,0.26,0.53,10.09,0.4,0.17,0.68,0.81
-9.87,0.35,0.55,-10.03,0.28,0.54,10.05,0.17,0.08,0.01,0.18
-10.61,0.66,1.05,-10.15,0.35,0.64,10.18,-0.46,0.31,0.41,0.69
-10.22,0.47,-0.04,-10.16,0.38,0.5,10.18,-0.06,0.09,-0.54,0.55
-9.94,0.04,-0.04,-10.12,0.31,0.39,10.13,0.17,-0.27,-0.43,0.54
-10.53,0,-0.43,-10.2,0.25,0.23,10.21,-0.33,-0.25,-0.66,0.78
-10.92,0.27,0.74,-10.35,0.25,0.33,10.35,-0.57,0.02,0.41,0.71
-10.02,0.04,0,-10.28,0.21,0.27,10.29,0.26,-0.17,-0.27,0.41
-9.87,0.08,-0.31,-10.2,0.18,0.15,10.2,0.33,-0.11,-0.46,0.58
-11.08,0.27,0.19,-10.37,0.2,0.16,10.38,-0.7,0.07,0.04,0.71
-9.59,0.31,-0.55,-10.22,0.22,0.02,10.22,0.62,0.09,-0.56,0.85
-10.34,0.08,0.62,-10.24,0.19,0.14,10.24,-0.09,-0.12,0.48,0.51
-10.61,0.23,0.51,-10.31,0.2,0.21,10.32,-0.29,0.03,0.29,0.42
-9.52,-0.04,0.74,-10.15,0.15,0.32,10.16,0.64,-0.19,0.42,0.79
-9.98,0.04,0.23,-10.12,0.13,0.3,10.13,0.14,-0.09,-0.07,0.18
-10.14,0.04,0.23,-10.12,0.11,0.29,10.13,-0.02,-0.07,-0.05,0.09
-10.41,0.39,0.04,-10.18,0.17,0.24,10.19,-0.23,0.22,-0.2,0.38
-9.83,0.19,0.16,-10.11,0.17,0.22,10.12,0.28,0.02,-0.07,0.29
-10.37,0.19,0.31,-10.16,0.18,0.24,10.17,-0.21,0.02,0.07,0.22
-10.61,0.51,1.44,-10.25,0.24,0.48,10.27,-0.36,0.26,0.96,1.06
-10.22,0.35,-0.16,-10.25,0.27,0.35,10.26,0.03,0.09,-0.51,0.52
-10.18,-0.19,0.98,-10.23,0.17,0.48,10.25,0.05,-0.37,0.5,0.62
-10.18,0.51,-0.35,-10.22,0.24,0.31,10.23,0.04,0.27,-0.66,0.72
-10.37,0.58,0.27,-10.25,0.31,0.3,10.26,-0.12,0.28,-0.03,0.3
-10.06,-0.27,0.19,-10.21,0.19,0.28,10.22,0.15,-0.47,-0.09,0.5
-10.34,0.9,-0.35,-10.24,0.33,0.16,10.24,-0.1,0.56,-0.51,0.76
-10.41,0,0.12,-10.27,0.27,0.15,10.28,-0.14,-0.27,-0.03,0.3
-9.24,0.04,-0.62,-10.07,0.22,-0.01,10.07,0.82,-0.18,-0.62,1.05
-11.43,0,0.04,-10.34,0.18,0,10.34,-1.09,-0.18,0.04,1.1
-10.1,-0.08,-0.08,-10.29,0.13,-0.01,10.29,0.19,-0.2,-0.06,0.29
-7.29,2.26,0.08,-9.69,0.55,0,9.71,2.4,1.71,0.07,2.95
-12.05,-0.08,0.04,-10.16,0.43,0.01,10.17,-1.89,-0.5,0.03,1.95
-8.23,1.6,0.78,-9.78,0.66,0.17,9.8,1.55,0.94,0.61,1.91
-9.67,0.58,-0.39,-9.76,0.65,0.05,9.78,0.08,-0.06,-0.44,0.46
-9.67,0.35,0.04,-9.74,0.59,0.05,9.76,0.07,-0.24,-0.01,0.25
-10.8,0.47,0.23,-9.95,0.56,0.09,9.97,-0.85,-0.1,0.15,0.87
-8.77,0.19,-0.47,-9.72,0.49,-0.02,9.73,0.94,-0.29,-0.44,1.08
-9.98,0.04,-0.66,-9.77,0.4,-0.15,9.78,-0.21,-0.36,-0.51,0.66
-10.34,0.16,-0.66,-9.88,0.35,-0.25,9.89,-0.45,-0.19,-0.41,0.64
-10.02,0.23,0.04,-9.91,0.33,-0.2,9.92,-0.11,-0.09,0.23,0.28
-9.83,0.27,-0.27,-9.89,0.32,-0.21,9.9,0.07,-0.04,-0.06,0.1
-10.37,0.58,-1.33,-9.99,0.37,-0.43,10.01,-0.38,0.21,-0.89,0.99
-9.71,0.39,-0.35,-9.93,0.37,-0.42,9.95,0.22,0.02,0.07,0.23
-9.94,0.58,-0.27,-9.94,0.42,-0.39,9.95,-0.01,0.17,0.12,0.2
-10.92,-0.04,-0.55,-10.13,0.33,-0.42,10.15,-0.79,-0.36,-0.13,0.88
-10.02,0.16,-0.78,-10.11,0.29,-0.49,10.13,0.09,-0.14,-0.29,0.33
-9.67,0.12,-0.04,-10.02,0.26,-0.4,10.03,0.35,-0.14,0.36,0.52
-10.26,0.66,-0.23,-10.07,0.34,-0.37,10.08,-0.19,0.33,0.13,0.4
-10.53,0.23,-0.16,-10.16,0.32,-0.33,10.17,-0.37,-0.08,0.17,0.41
-10.18,0.66,-0.58,-10.17,0.39,-0.38,10.18,-0.01,0.28,-0.21,0.35
-10.1,-0.04,-0.7,-10.15,0.3,-0.44,10.17,0.05,-0.34,-0.26,0.43
-10.22,0.16,-1.01,-10.17,0.27,-0.56,10.18,-0.05,-0.12,-0.46,0.47
-9.98,0.62,-0.23,-10.13,0.34,-0.49,10.15,0.15,0.28,0.26,0.41
-9.94,0.23,-2.22,-10.09,0.32,-0.84,10.13,0.15,-0.09,-1.38,1.4
-10.22,0.12,0.55,-10.12,0.28,-0.56,10.14,-0.1,-0.16,1.11,1.12
-10.22,0.43,-0.43,-10.14,0.31,-0.53,10.16,-0.08,0.12,0.11,0.18
-10.3,0.31,-0.62,-10.17,0.31,-0.55,10.19,-0.13,0,-0.07,0.15
-10.34,0.04,-0.51,-10.2,0.26,-0.54,10.22,-0.13,-0.22,0.04,0.26
-10.06,0.08,-1.29,-10.17,0.22,-0.69,10.2,0.11,-0.14,-0.59,0.62
-9.94,0.16,-0.19,-10.13,0.21,-0.59,10.15,0.18,-0.05,0.4,0.44
-9.98,0.12,-0.78,-10.1,0.19,-0.63,10.12,0.12,-0.07,-0.15,0.2
-9.87,-0.47,-0.16,-10.05,0.06,-0.54,10.07,0.19,-0.53,0.38,0.67
-9.91,-0.35,-0.51,-10.02,-0.02,-0.53,10.04,0.12,-0.33,0.02,0.35
-11.15,0.04,-1.44,-10.25,-0.01,-0.71,10.27,-0.9,0.05,-0.73,1.16
-9.98,-0.27,-0.58,-10.2,-0.06,-0.69,10.22,0.21,-0.21,0.1,0.32
-9.79,0,-0.78,-10.12,-0.05,-0.71,10.14,0.33,0.05,-0.07,0.34
-10.26,0.16,-1.4,-10.14,-0.01,-0.85,10.18,-0.11,0.17,-0.56,0.59
-10.22,-0.62,-0.94,-10.16,-0.13,-0.86,10.2,-0.06,-0.49,-0.07,0.5
-10.06,-0.04,-1.17,-10.14,-0.11,-0.92,10.18,0.08,0.07,-0.25,0.27
-10.61,-0.82,-1.83,-10.23,-0.25,-1.11,10.3,-0.38,-0.56,-0.73,0.99
-10.73,-0.27,0.27,-10.33,-0.26,-0.83,10.37,-0.39,-0.01,1.1,1.17
-10.22,-0.08,-0.27,-10.31,-0.22,-0.72,10.34,0.09,0.14,0.45,0.48
-9.44,-0.27,-0.62,-10.13,-0.23,-0.7,10.16,0.7,-0.04,0.08,0.7
-9.4,-0.86,-1.33,-9.99,-0.36,-0.83,10.03,0.59,-0.5,-0.5,0.92
-11.31,-0.35,-0.62,-10.25,-0.36,-0.78,10.29,-1.06,0.01,0.16,1.07
-9.91,-1.01,-0.74,-10.18,-0.49,-0.78,10.22,0.28,-0.53,0.04,0.6
-9.87,-0.66,-1.05,-10.12,-0.52,-0.83,10.17,0.25,-0.14,-0.22,0.36
-10.18,-0.7,-0.66,-10.13,-0.56,-0.8,10.18,-0.05,-0.14,0.13,0.2
-11.15,-0.58,-0.19,-10.34,-0.56,-0.68,10.37,-0.82,-0.02,0.48,0.95
-10.41,-0.58,-1.05,-10.35,-0.57,-0.75,10.39,-0.06,-0.02,-0.3,0.31
-9.83,-0.55,-1.56,-10.25,-0.56,-0.91,10.3,0.42,0.02,-0.65,0.77
-10.3,-0.82,-0.58,-10.26,-0.61,-0.85,10.31,-0.04,-0.2,0.26,0.34
-9.94,-0.86,-0.78,-10.19,-0.66,-0.83,10.25,0.25,-0.19,0.05,0.32
-10.02,-0.98,-0.82,-10.16,-0.73,-0.83,10.22,0.14,-0.25,0.01,0.28
-9.71,-1.05,-0.86,-10.07,-0.79,-0.84,10.14,0.36,-0.26,-0.02,0.44
-10.96,-0.9,-0.12,-10.25,-0.81,-0.69,10.3,-0.71,-0.08,0.58,0.92
-10.06,-0.94,-0.35,-10.21,-0.84,-0.62,10.26,0.15,-0.1,0.27,0.33
-9.67,-0.66,-0.08,-10.1,-0.8,-0.52,10.15,0.43,0.14,0.44,0.63
-10.76,-1.01,-0.19,-10.24,-0.84,-0.45,10.28,-0.53,-0.17,0.26,0.61
-9.87,-0.51,-1.4,-10.16,-0.78,-0.64,10.21,0.29,0.27,-0.76,0.86
-10.96,-0.19,-0.86,-10.32,-0.66,-0.68,10.36,-0.64,0.47,-0.17,0.81
-9.56,-1.01,-0.98,-10.17,-0.73,-0.74,10.22,0.61,-0.28,-0.23,0.71
-10.49,-0.9,-0.66,-10.23,-0.76,-0.73,10.29,-0.26,-0.13,0.06,0.3
-10.53,-1.01,-0.51,-10.29,-0.81,-0.68,10.35,-0.24,-0.2,0.18,0.36
-10.22,-1.01,-0.47,-10.28,-0.85,-0.64,10.33,0.06,-0.16,0.17,0.24
-9.67,-0.9,0.39,-10.16,-0.86,-0.43,10.2,0.48,-0.03,0.82,0.96
-9.67,-0.74,-0.12,-10.06,-0.84,-0.37,10.1,0.39,0.1,0.25,0.47
-10.8,-0.74,-0.23,-10.21,-0.82,-0.34,10.25,-0.59,0.08,0.11,0.61
-10.37,-0.86,-0.27,-10.24,-0.83,-0.33,10.28,-0.13,-0.03,0.06,0.15
-9.94,-0.66,-0.12,-10.18,-0.79,-0.29,10.22,0.24,0.13,0.17,0.32
-9.83,-0.7,-1.01,-10.11,-0.78,-0.43,10.15,0.28,0.07,-0.58,0.65
-10.41,-0.31,-0.04,-10.17,-0.68,-0.35,10.2,-0.24,0.37,0.31,0.54
-9.79,-0.62,-0.27,-10.1,-0.67,-0.34,10.12,0.31,0.05,0.06,0.32
-9.91,-0.62,-1.21,-10.06,-0.66,-0.51,10.09,0.15,0.04,-0.7,0.71
-10.1,-0.98,-0.12,-10.07,-0.72,-0.43,10.1,-0.04,-0.25,0.32,0.4
-11.35,-1.09,-1.29,-10.32,-0.8,-0.6,10.37,-1.03,-0.29,-0.68,1.27
-10.02,-0.9,-1.56,-10.26,-0.82,-0.79,10.33,0.24,-0.08,-0.77,0.81
-9.32,-0.74,-1.01,-10.07,-0.8,-0.84,10.14,0.75,0.06,-0.18,0.78
-10.53,-0.86,0.47,-10.17,-0.81,-0.58,10.21,-0.36,-0.04,1.05,1.11
-9.63,-0.82,-0.78,-10.06,-0.81,-0.62,10.11,0.43,0,-0.16,0.46
-9.83,-0.7,-0.51,-10.01,-0.79,-0.6,10.06,0.18,0.09,0.09,0.22
-10.37,-0.74,-0.74,-10.09,-0.78,-0.62,10.13,-0.29,0.04,-0.12,0.31
-10.61,-0.82,-0.82,-10.19,-0.79,-0.66,10.24,-0.42,-0.03,-0.16,0.45
-8.89,-0.43,-0.47,-9.93,-0.72,-0.62,9.98,1.04,0.29,0.16,1.09
-9.83,-0.78,-0.74,-9.91,-0.73,-0.65,9.96,0.08,-0.05,-0.09,0.13
-10.18,-0.74,-1.29,-9.96,-0.73,-0.78,10.02,-0.22,-0.01,-0.51,0.55
-10.18,-0.98,-0.66,-10.01,-0.78,-0.75,10.07,-0.17,-0.19,0.09,0.27
-9.91,-0.62,-0.82,-9.99,-0.75,-0.77,10.04,0.08,0.13,-0.05,0.16
-9.75,-0.19,-0.74,-9.94,-0.64,-0.76,9.99,0.19,0.44,0.02,0.48
-10.65,-0.9,-0.55,-10.08,-0.69,-0.72,10.13,-0.57,-0.21,0.17,0.63
-9.94,-0.19,-1.33,-10.05,-0.59,-0.84,10.11,0.11,0.4,-0.49,0.64
-9.98,-0.82,-0.04,-10.04,-0.64,-0.68,10.08,0.06,-0.18,0.64,0.67
-10.26,-0.27,-1.17,-10.08,-0.56,-0.78,10.13,-0.17,0.29,-0.39,0.52
-10.26,-0.43,-0.62,-10.12,-0.54,-0.75,10.16,-0.14,0.11,0.12,0.21
-10.14,-0.9,-0.82,-10.12,-0.61,-0.76,10.17,-0.02,-0.29,-0.06,0.29
-9.4,-0.51,-2.34,-9.98,-0.59,-1.08,10.05,0.58,0.08,-1.26,1.39
-9.87,-0.55,-0.74,-9.96,-0.58,-1.01,10.02,0.09,0.03,0.27,0.29
-9.98,-0.19,-1.48,-9.96,-0.5,-1.1,10.03,-0.02,0.31,-0.38,0.49
-10.1,0.08,-0.94,-9.99,-0.39,-1.07,10.05,-0.11,0.46,0.13,0.5
-10.02,0.08,-1.05,-10,-0.29,-1.07,10.06,-0.03,0.37,0.01,0.37
-9.52,-0.04,-1.29,-9.9,-0.24,-1.11,9.97,0.38,0.2,-0.18,0.47
-10.22,-0.16,-0.82,-9.96,-0.23,-1.05,10.02,-0.25,0.07,0.23,0.35
-9.56,-0.78,-0.86,-9.88,-0.34,-1.01,9.94,0.33,-0.44,0.16,0.57
-10.49,-0.19,-0.43,-10,-0.31,-0.9,10.05,-0.49,0.11,0.47,0.68
-10.49,-0.16,-1.25,-10.1,-0.28,-0.97,10.15,-0.39,0.12,-0.28,0.5
-10.1,0.08,-1.29,-10.1,-0.21,-1.03,10.16,0,0.28,-0.26,0.38
-10.18,-0.16,-0.47,-10.12,-0.2,-0.92,10.16,-0.06,0.04,0.45,0.46
-9.4,0.23,-1.68,-9.97,-0.11,-1.07,10.03,0.57,0.34,-0.61,0.9
-9.01,0.27,-0.43,-9.78,-0.03,-0.94,9.83,0.77,0.31,0.51,0.98
-9.94,-0.08,-1.37,-9.81,-0.04,-1.03,9.87,-0.13,-0.04,-0.34,0.36
-10.3,-0.04,-1.44,-9.91,-0.04,-1.11,9.97,-0.39,0,-0.33,0.51
-9.91,-0.08,-0.82,-9.91,-0.05,-1.05,9.96,0,-0.03,0.23,0.23
-10.57,-0.12,0.16,-10.04,-0.06,-0.81,10.07,-0.53,-0.05,0.97,1.1
-9.05,-0.19,0.31,-9.84,-0.09,-0.59,9.86,0.79,-0.11,0.9,1.2
-10.34,0.16,-0.31,-9.94,-0.04,-0.53,9.96,-0.39,0.2,0.22,0.49
-10.41,0.08,0.12,-10.04,-0.02,-0.4,10.04,-0.38,0.09,0.52,0.65
-10.45,0.19,-0.43,-10.12,0.03,-0.41,10.13,-0.33,0.17,-0.02,0.37
-8.85,0.16,-0.94,-9.87,0.05,-0.51,9.88,1.01,0.1,-0.42,1.1
-10.26,0.12,-0.94,-9.94,0.06,-0.6,9.96,-0.31,0.05,-0.34,0.46
-11.27,0.31,-0.82,-10.21,0.11,-0.64,10.23,-1.06,0.2,-0.18,1.09
-9.28,0.51,-0.47,-10.02,0.19,-0.61,10.04,0.74,0.31,0.14,0.82
-9.63,0.35,-0.51,-9.95,0.22,-0.59,9.97,0.31,0.13,0.08,0.35
-10.34,0.08,-0.66,-10.02,0.2,-0.6,10.04,-0.31,-0.12,-0.06,0.34
-9.63,0.12,-1.01,-9.95,0.18,-0.68,9.97,0.31,-0.06,-0.33,0.46
-10.26,0.31,-0.55,-10.01,0.21,-0.66,10.03,-0.25,0.11,0.11,0.29
-9.63,0.51,-0.55,-9.93,0.27,-0.63,9.96,0.3,0.24,0.09,0.39
-9.87,0.58,-0.78,-9.92,0.33,-0.66,9.95,0.05,0.26,-0.12,0.29
-10.49,0.39,-0.47,-10.03,0.34,-0.62,10.06,-0.46,0.05,0.16,0.49
-9.91,0.16,-0.86,-10.01,0.3,-0.67,10.04,0.1,-0.15,-0.19,0.26
-9.98,0.19,-0.66,-10,0.28,-0.67,10.03,0.02,-0.09,0.01,0.09
-9.87,0.27,1.13,-9.98,0.28,-0.31,9.98,0.11,-0.01,1.44,1.44
-9.91,0.19,-1.21,-9.96,0.26,-0.49,9.98,0.06,-0.07,-0.72,0.73
-10.37,0.19,-0.9,-10.04,0.25,-0.57,10.06,-0.33,-0.05,-0.33,0.47
-10.92,0.66,-0.74,-10.22,0.33,-0.6,10.24,-0.7,0.33,-0.14,0.79
-8.66,0.23,-0.98,-9.91,0.31,-0.68,9.94,1.25,-0.08,-0.3,1.29
-9.91,0.51,-0.23,-9.91,0.35,-0.59,9.93,0,0.16,0.36,0.39
-10.65,0.19,0.19,-10.06,0.32,-0.43,10.07,-0.59,-0.13,0.63,0.87
-9.79,-0.04,-0.78,-10,0.25,-0.5,10.02,0.21,-0.29,-0.28,0.45
-9.59,0.16,-0.04,-9.92,0.23,-0.41,9.93,0.33,-0.07,0.37,0.5
-11.51,0.7,-0.74,-10.24,0.32,-0.48,10.25,-1.27,0.38,-0.27,1.35
-10.14,0.16,-0.62,-10.22,0.29,-0.51,10.23,0.08,-0.13,-0.12,0.2
-9.75,-0.35,-0.27,-10.12,0.16,-0.46,10.14,0.37,-0.51,0.19,0.66
-10.41,0.31,-1.52,-10.18,0.19,-0.67,10.21,-0.23,0.12,-0.85,0.89
-10.22,0.35,-0.74,-10.19,0.22,-0.69,10.21,-0.03,0.13,-0.06,0.14
-9.44,0.31,-0.86,-10.04,0.24,-0.72,10.07,0.6,0.07,-0.14,0.62
-10.18,0.39,-0.78,-10.07,0.27,-0.73,10.1,-0.11,0.12,-0.05,0.17
-11.78,0.27,-1.6,-10.41,0.27,-0.91,10.45,-1.37,0,-0.69,1.53
-8.93,0.39,-0.43,-10.11,0.3,-0.81,10.15,1.18,0.09,0.38,1.25
-9.87,0.43,0.12,-10.06,0.32,-0.62,10.09,0.2,0.11,0.74,0.77
-11.11,0.43,-0.9,-10.27,0.34,-0.68,10.3,-0.84,0.09,-0.22,0.87
-9.56,0.23,-0.7,-10.13,0.32,-0.68,10.16,0.58,-0.09,-0.02,0.58
-8.97,-0.16,-0.12,-9.9,0.23,-0.57,9.92,0.93,-0.38,0.45,1.1
-10.37,0.19,0.08,-9.99,0.22,-0.44,10.01,-0.38,-0.02,0.52,0.64
-11,0.51,-0.74,-10.19,0.28,-0.5,10.21,-0.8,0.23,-0.24,0.87
-9.71,0.12,0.19,-10.1,0.25,-0.36,10.11,0.39,-0.13,0.56,0.69
-10.06,0.55,-0.74,-10.09,0.31,-0.44,10.1,0.03,0.24,-0.3,0.39
-9.98,0.23,-0.51,-10.07,0.29,-0.45,10.08,0.09,-0.06,-0.06,0.12
-10.14,0.19,-0.43,-10.08,0.27,-0.45,10.1,-0.06,-0.08,0.02,0.1
-10.34,-0.19,-0.86,-10.13,0.18,-0.53,10.15,-0.2,-0.37,-0.33,0.54
-11.11,0.31,-0.27,-10.33,0.21,-0.48,10.34,-0.79,0.11,0.2,0.82
-9.4,0.08,-0.51,-10.14,0.18,-0.48,10.16,0.74,-0.1,-0.02,0.75
-10.26,0.27,-1.44,-10.17,0.2,-0.68,10.19,-0.09,0.07,-0.77,0.78
-10.02,0.35,-0.58,-10.14,0.23,-0.66,10.16,0.11,0.12,0.07,0.18
-9.98,0,-0.35,-10.11,0.18,-0.6,10.13,0.12,-0.18,0.25,0.33
-10.3,0.39,0.16,-10.14,0.22,-0.45,10.16,-0.15,0.17,0.6,0.64
-10.34,0.19,-0.74,-10.18,0.22,-0.5,10.2,-0.15,-0.02,-0.24,0.28
-10.3,0.62,-0.82,-10.21,0.3,-0.57,10.23,-0.09,0.32,-0.25,0.42
-10.02,0.31,-1.29,-10.17,0.3,-0.71,10.2,0.15,0.01,-0.58,0.59
-9.52,0.35,-1.68,-10.04,0.31,-0.9,10.08,0.52,0.04,-0.77,0.93
-10.84,0.31,-0.55,-10.2,0.31,-0.83,10.24,-0.64,0,0.29,0.7
-10.3,0.43,-0.23,-10.22,0.34,-0.71,10.25,-0.08,0.09,0.48,0.49
-9.63,0.08,-1.21,-10.1,0.28,-0.81,10.14,0.47,-0.21,-0.4,0.65
-9.98,0.55,0.35,-10.08,0.34,-0.58,10.1,0.09,0.21,0.93,0.96
-11.39,1.48,-2.61,-10.34,0.57,-0.99,10.4,-1.05,0.92,-1.63,2.14
-7.99,0.9,-1.68,-9.87,0.63,-1.12,9.95,1.88,0.27,-0.55,1.97
-8.7,0.62,-1.25,-9.64,0.63,-1.15,9.72,0.94,-0.01,-0.1,0.94
-10.14,0.27,0.94,-9.74,0.56,-0.73,9.78,-0.4,-0.29,1.67,1.74
-9.71,0.51,-1.05,-9.73,0.55,-0.8,9.78,0.02,-0.04,-0.26,0.26
-9.56,0.31,-0.51,-9.7,0.5,-0.74,9.74,0.14,-0.19,0.23,0.33
-10.92,0.82,-0.35,-9.94,0.56,-0.66,9.98,-0.98,0.25,0.31,1.06
-11.35,0.23,0.04,-10.22,0.5,-0.52,10.25,-1.13,-0.26,0.56,1.29
-9.28,0.39,-1.52,-10.03,0.48,-0.72,10.07,0.75,-0.09,-0.8,1.1
-10.06,0.58,-1.44,-10.04,0.5,-0.87,10.09,-0.02,0.09,-0.58,0.58
-10.06,0.43,-0.7,-10.04,0.48,-0.83,10.09,-0.02,-0.06,0.13,0.14
-10.14,0.35,0.23,-10.06,0.46,-0.62,10.09,-0.08,-0.11,0.85,0.86
-10.88,0.19,-0.39,-10.23,0.41,-0.57,10.25,-0.65,-0.21,0.18,0.71
-9.75,0.62,-0.9,-10.13,0.45,-0.64,10.16,0.38,0.17,-0.26,0.49
-10.41,0.39,-1.09,-10.19,0.44,-0.73,10.22,-0.23,-0.05,-0.36,0.43
-9.91,0.39,-1.37,-10.13,0.43,-0.86,10.18,0.23,-0.04,-0.51,0.56
-10.37,0.12,-0.62,-10.18,0.37,-0.81,10.22,-0.19,-0.25,0.19,0.37
-9.28,0.04,-1.01,-10,0.3,-0.85,10.04,0.72,-0.26,-0.16,0.78
-10.45,0.31,-0.43,-10.09,0.3,-0.77,10.12,-0.36,0.01,0.34,0.49
-9.98,0.51,-0.43,-10.07,0.34,-0.7,10.1,0.09,0.16,0.27,0.33
-9.83,0.27,-1.68,-10.02,0.33,-0.89,10.07,0.19,-0.06,-0.78,0.81
-9.63,0,-1.6,-9.94,0.26,-1.04,10,0.31,-0.26,-0.56,0.7
-10.57,0.94,-0.19,-10.07,0.4,-0.87,10.11,-0.5,0.54,0.67,1
-9.94,0.62,0.08,-10.04,0.44,-0.68,10.08,0.1,0.18,0.76,0.78
-9.98,0.47,-0.7,-10.03,0.45,-0.68,10.07,0.05,0.02,-0.02,0.06
-10.34,0.62,-1.33,-10.09,0.48,-0.81,10.14,-0.24,0.14,-0.51,0.59
-9.83,0,-1.09,-10.04,0.39,-0.87,10.08,0.21,-0.39,-0.22,0.49
